grid,context,datetaken,datetakengranularity,datetakenunknown,description,farm,geo_is_contact,geo_is_family,geo_is_friend,geo_is_public,height_n,id,isfamily,isfriend,ispublic,latitude,license,longitude,owner,place_id,secret,server,title,url_n,views,width_n,woeid,keywords,,Venue Category
"14,6",0,2019/2/13 20:46,0,0,{'_content': 'Paris la Défense'},66,0,0,0,1,180,49860935137,0,0,1,48.891647,0,2.246532,50306446@N08,,007c51daa6,65535,La cité de verre,https://live.staticflickr.com/65535/49860935137_007c51daa6_n.jpg,1656,320,8504417,"citi, glass",,
"17,2",0,2019/2/13 20:20,0,0,{'_content': ''},8,0,0,0,1,180,46717943434,0,0,1,48.888,0,2.250362,50306446@N08,OZm8L3lUV7LeKWG5lw,d98597b03d,7881,les reflets de La Défense,https://live.staticflickr.com/7881/46717943434_d98597b03d_n.jpg,6211,320,55863561,reflect,,
"17,2",0,2019/2/13 20:19,0,0,{'_content': ''},8,0,0,0,1,213,40142016433,0,0,1,48.888,0,2.250362,50306446@N08,OZm8L3lUV7LeKWG5lw,f3345fd3d1,7844,La Défense,https://live.staticflickr.com/7844/40142016433_f3345fd3d1_n.jpg,3736,320,55863561,,,
"7,7",0,2019/2/13 16:20,0,0,{'_content': 'La Défense'},8,0,0,0,1,213,47155296071,0,0,1,48.892483,0,2.236125,142995416@N07,a_GJ6YVQUL.FYR2hzw,1f0b0cba3f,7802,Sous la Grande Arche,https://live.staticflickr.com/7802/47155296071_1f0b0cba3f_n.jpg,5142,320,12523323,arch,,Landmarks and Outdoors
"7,8",0,2019/2/13 16:22,0,0,{'_content': ''},66,0,0,0,1,213,50949022056,0,0,1,48.892733,0,2.236157,142995416@N07,,90d76b7559,65535,Silhouette à la Défense,https://live.staticflickr.com/65535/50949022056_90d76b7559_n.jpg,2833,320,8504417,silhouett,,
"5,6",0,2019/2/13 15:55,0,0,{'_content': 'Paris la Défense'},8,0,0,0,1,320,46515441725,0,0,1,48.891175,0,2.233169,45971977@N03,OZm8L3lUV7LeKWG5lw,5cefd65c42,7801,Lampadaire,https://live.staticflickr.com/7801/46515441725_5cefd65c42_n.jpg,1035,195,55863561,street,,Travel and Transportation
"5,6",0,2019/2/13 15:56,0,0,{'_content': ''},8,0,0,0,1,188,33351208248,0,0,1,48.891138,0,2.232986,45971977@N03,OZm8L3lUV7LeKWG5lw,970b88fe23,7894,Paris la Défense,https://live.staticflickr.com/7894/33351208248_970b88fe23_n.jpg,926,320,55863561,,,
"3,8",0,2019/2/13 13:31,0,1,{'_content': ''},8,0,0,0,1,320,46198294815,0,0,1,48.893402,0,2.230719,16993543@N08,a_GJ6YVQUL.FYR2hzw,1f23c2bd8b,7854,"Place de l'Elipse, Courbevoie, France 2019",https://live.staticflickr.com/7854/46198294815_1f23c2bd8b_n.jpg,67908,212,12523323,"squar, courbevoi, franc",,Landmarks and Outdoors
"18,3",0,2019/2/17 15:23,0,0,{'_content': ''},66,0,0,0,1,214,51166205651,0,0,1,48.888479,0,2.251918,136460875@N03,,ea6d1d6ef9,65535,Paris 2019,https://live.staticflickr.com/65535/51166205651_ea6d1d6ef9_n.jpg,28,320,6455399,,,
"3,9",0,2019/2/13 21:35,0,0,{'_content': ''},66,0,0,0,1,256,49939373277,0,0,1,48.894066,0,2.230997,50306446@N08,,02cc547eaa,65535,La grande Arche,https://live.staticflickr.com/65535/49939373277_02cc547eaa_n.jpg,6141,320,12048454,arch,,Landmarks and Outdoors
"8,8",0,2019/2/27 17:31,0,0,{'_content': ''},8,0,0,0,1,214,47183964422,0,0,1,48.892733,0,2.237197,91504663@N06,OZm8L3lUV7LeKWG5lw,70dca494ab,7906,Paris La défense,https://live.staticflickr.com/7906/47183964422_70dca494ab_n.jpg,5403,320,55863561,,,
"3,8",0,2019/2/27 16:56,0,0,{'_content': 'Le travail dans un monde écolo (ou presque)'},8,0,0,0,1,214,32293971627,0,0,1,48.893417,0,2.230501,91504663@N06,a_GJ6YVQUL.FYR2hzw,cc1983c83b,7808,Paris La défense,https://live.staticflickr.com/7808/32293971627_cc1983c83b_n.jpg,1178,320,12523323,,,
"7,7",0,2019/2/27 11:50,0,0,{'_content': '                               '},8,0,0,0,1,240,46575608854,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,833bf964bc,7869,Grande Arche-Périer (139),https://live.staticflickr.com/7869/46575608854_833bf964bc_n.jpg,9,320,12523323,,,
"7,7",0,2019/2/27 11:53,0,0,{'_content': '                               '},8,0,0,0,1,320,47298751241,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,8fb69e6838,7860,Grande Arche-Périer (141),https://live.staticflickr.com/7860/47298751241_8fb69e6838_n.jpg,18,240,12523323,,,
"7,7",0,2019/2/27 11:50,0,0,{'_content': '                               '},8,0,0,0,1,240,46575609684,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,7345f8d026,7877,Grande Arche-Périer (138),https://live.staticflickr.com/7877/46575609684_7345f8d026_n.jpg,8,320,12523323,,,
"7,7",0,2019/2/27 11:51,0,0,{'_content': '                               '},8,0,0,0,1,240,46575608154,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,5e12d48996,7874,Grande Arche-Périer (140),https://live.staticflickr.com/7874/46575608154_5e12d48996_n.jpg,8,320,12523323,,,
"7,7",0,2019/2/27 11:42,0,0,{'_content': '                               '},8,0,0,0,1,320,40334114003,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,564322c657,7828,Grande Arche-Périer (124),https://live.staticflickr.com/7828/40334114003_564322c657_n.jpg,10,240,12523323,,,
"7,7",0,2019/2/27 11:43,0,0,{'_content': '                               '},8,0,0,0,1,240,46575616964,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,a96f750c07,7910,Grande Arche-Périer (128),https://live.staticflickr.com/7910/46575616964_a96f750c07_n.jpg,9,320,12523323,,,
"7,7",0,2019/2/27 11:44,0,0,{'_content': '                               '},8,0,0,0,1,320,46575615154,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,93b0502432,7915,Grande Arche-Périer (130),https://live.staticflickr.com/7915/46575615154_93b0502432_n.jpg,10,240,12523323,,,
"7,7",0,2019/2/27 11:44,0,0,{'_content': '                               '},8,0,0,0,1,240,46575616194,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,4ea2f0e84c,7802,Grande Arche-Périer (129),https://live.staticflickr.com/7802/46575616194_4ea2f0e84c_n.jpg,10,320,12523323,,,
"7,7",0,2019/2/27 11:42,0,0,{'_content': '                               '},8,0,0,0,1,320,47246457562,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,3e77d5f92e,7850,Grande Arche-Périer (125),https://live.staticflickr.com/7850/47246457562_3e77d5f92e_n.jpg,9,240,12523323,,,
"7,7",0,2019/2/27 11:48,0,0,{'_content': '                               '},8,0,0,0,1,240,46575612284,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,c1f4acf236,7914,Grande Arche-Périer (135),https://live.staticflickr.com/7914/46575612284_c1f4acf236_n.jpg,8,320,12523323,,,
"7,7",0,2019/2/27 11:43,0,0,{'_content': '                               '},8,0,0,0,1,320,40334112493,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,a09e13ba30,7810,Grande Arche-Périer (126),https://live.staticflickr.com/7810/40334112493_a09e13ba30_n.jpg,9,240,12523323,,,
"7,7",0,2019/2/27 11:47,0,0,{'_content': '                               '},8,0,0,0,1,240,46575606344,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,ced6c7d56c,7803,Grande Arche-Périer (134),https://live.staticflickr.com/7803/46575606344_ced6c7d56c_n.jpg,8,320,12523323,,,
"7,7",0,2019/2/27 11:47,0,0,{'_content': '                               '},8,0,0,0,1,240,46575613234,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,1889f354f1,7856,Grande Arche-Périer (132),https://live.staticflickr.com/7856/46575613234_1889f354f1_n.jpg,9,320,12523323,,,
"7,7",0,2019/2/27 11:47,0,0,{'_content': '                               '},8,0,0,0,1,240,46575607494,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,b2e8925dd6,7878,Grande Arche-Périer (133),https://live.staticflickr.com/7878/46575607494_b2e8925dd6_n.jpg,8,320,12523323,,,
"7,7",0,2019/2/27 11:40,0,0,{'_content': '                               '},8,0,0,0,1,240,32357046947,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,1105449d89,7824,Grande Arche-Périer (120),https://live.staticflickr.com/7824/32357046947_1105449d89_n.jpg,11,320,12523323,,,
"7,7",0,2019/2/27 11:45,0,0,{'_content': '                               '},8,0,0,0,1,320,46575614324,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,408f7d2f13,7842,Grande Arche-Périer (131),https://live.staticflickr.com/7842/46575614324_408f7d2f13_n.jpg,7,240,12523323,,,
"7,7",0,2019/2/27 11:40,0,0,{'_content': '                               '},8,0,0,0,1,240,47246460392,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,ce0c979c69,7907,Grande Arche-Périer (121),https://live.staticflickr.com/7907/47246460392_ce0c979c69_n.jpg,10,320,12523323,,,
"7,7",0,2019/2/27 11:49,0,0,{'_content': '                               '},8,0,0,0,1,240,46575610704,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,a0a94373e8,7865,Grande Arche-Périer (137),https://live.staticflickr.com/7865/46575610704_a0a94373e8_n.jpg,8,320,12523323,,,
"7,7",0,2019/2/27 11:49,0,0,{'_content': '                               '},8,0,0,0,1,320,46575611474,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,55e9a55468,7923,Grande Arche-Périer (136),https://live.staticflickr.com/7923/46575611474_55e9a55468_n.jpg,8,240,12523323,,,
"7,7",0,2019/2/27 11:42,0,0,{'_content': '                               '},8,0,0,0,1,240,40334115023,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,a094f270ca,7865,Grande Arche-Périer (122),https://live.staticflickr.com/7865/40334115023_a094f270ca_n.jpg,10,320,12523323,,,
"7,7",0,2019/2/27 11:35,0,0,{'_content': '                               '},8,0,0,0,1,240,47246464552,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,3eb64f7d30,7889,Grande Arche-Périer (115),https://live.staticflickr.com/7889/47246464552_3eb64f7d30_n.jpg,11,320,12523323,,,
"7,7",0,2019/2/27 11:35,0,0,{'_content': '                               '},8,0,0,0,1,240,32357050427,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,e48e06488a,7910,Grande Arche-Périer (114),https://live.staticflickr.com/7910/32357050427_e48e06488a_n.jpg,11,320,12523323,,,
"7,7",0,2019/2/27 11:35,0,0,{'_content': '                               '},8,0,0,0,1,320,47246463102,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,f59d42f911,7825,Grande Arche-Périer (117),https://live.staticflickr.com/7825/47246463102_f59d42f911_n.jpg,11,240,12523323,,,
"7,7",0,2019/2/27 11:30,0,0,{'_content': '                               '},8,0,0,0,1,240,47246469652,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,9eee44ee1c,7906,Grande Arche-Périer (106),https://live.staticflickr.com/7906/47246469652_9eee44ee1c_n.jpg,13,320,12523323,,,
"7,7",0,2019/2/27 11:38,0,0,{'_content': '                               '},8,0,0,0,1,320,47246461842,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,d9140e021e,7804,Grande Arche-Périer (119),https://live.staticflickr.com/7804/47246461842_d9140e021e_n.jpg,11,240,12523323,,,
"7,7",0,2019/2/27 11:34,0,0,{'_content': '                               '},8,0,0,0,1,240,47246467292,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,b008611313,7884,Grande Arche-Périer (111),https://live.staticflickr.com/7884/47246467292_b008611313_n.jpg,11,320,12523323,,,
"7,7",0,2019/2/27 11:36,0,0,{'_content': '                               '},8,0,0,0,1,320,32357048197,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,aa8a0eb14b,7871,Grande Arche-Périer (118),https://live.staticflickr.com/7871/32357048197_aa8a0eb14b_n.jpg,11,240,12523323,,,
"7,7",0,2019/2/27 11:34,0,0,{'_content': '                               '},8,0,0,0,1,240,32357052737,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,c5698eb6f0,7902,Grande Arche-Périer (110),https://live.staticflickr.com/7902/32357052737_c5698eb6f0_n.jpg,10,320,12523323,,,
"7,7",0,2019/2/27 11:34,0,0,{'_content': '                               '},8,0,0,0,1,240,32357051627,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,c6cee25eef,7857,Grande Arche-Périer (112),https://live.staticflickr.com/7857/32357051627_c6cee25eef_n.jpg,12,320,12523323,,,
"7,7",0,2019/2/27 11:31,0,0,{'_content': '                               '},8,0,0,0,1,240,33423014388,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,626bbe682f,7879,Grande Arche-Périer (108),https://live.staticflickr.com/7879/33423014388_626bbe682f_n.jpg,13,320,12523323,,,
"7,7",0,2019/2/27 11:35,0,0,{'_content': '                               '},8,0,0,0,1,240,47246465952,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,f25623c0ff,7905,Grande Arche-Périer (113),https://live.staticflickr.com/7905/47246465952_f25623c0ff_n.jpg,11,320,12523323,,,
"7,7",0,2019/2/27 11:23,0,0,{'_content': '                               '},8,0,0,0,1,320,46362735155,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,2fb98f9fe6,7906,Grande Arche-Périer (99),https://live.staticflickr.com/7906/46362735155_2fb98f9fe6_n.jpg,7,240,12523323,arche-peri,,
"7,7",0,2019/2/27 11:24,0,0,{'_content': '                               '},8,0,0,0,1,240,47225121482,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,6fa8cbd2db,7911,Grande Arche-Périer (100),https://live.staticflickr.com/7911/47225121482_6fa8cbd2db_n.jpg,6,320,12523323,,,
"7,7",0,2019/2/27 11:23,0,0,{'_content': '                               '},8,0,0,0,1,240,46362736485,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,d02b28c255,7843,Grande Arche-Périer (97),https://live.staticflickr.com/7843/46362736485_d02b28c255_n.jpg,6,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:27,0,0,{'_content': '                               '},8,0,0,0,1,240,46362734795,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,673b5b5b7d,7810,Grande Arche-Périer (102),https://live.staticflickr.com/7810/46362734795_673b5b5b7d_n.jpg,6,320,12523323,,,
"7,7",0,2019/2/27 11:29,0,0,{'_content': '                               '},8,0,0,0,1,240,46362733965,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,0f1a0a7e4a,7823,Grande Arche-Périer (104),https://live.staticflickr.com/7823/46362733965_0f1a0a7e4a_n.jpg,6,320,12523323,,,
"7,7",0,2019/2/27 11:22,0,0,{'_content': '                               '},8,0,0,0,1,240,47277261031,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,7b2226885e,7874,Grande Arche-Périer (95),https://live.staticflickr.com/7874/47277261031_7b2226885e_n.jpg,6,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:29,0,0,{'_content': '                               '},8,0,0,0,1,240,46362733515,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,33620ce74c,7903,Grande Arche-Périer (105),https://live.staticflickr.com/7903/46362733515_33620ce74c_n.jpg,6,320,12523323,,,
"7,7",0,2019/2/27 11:20,0,0,{'_content': '                               '},8,0,0,0,1,240,47277263381,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,df82f172d8,7920,Grande Arche-Périer (91),https://live.staticflickr.com/7920/47277263381_df82f172d8_n.jpg,7,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:27,0,0,{'_content': '                               '},8,0,0,0,1,240,46362732585,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,49c36494b0,7922,Grande Arche-Périer (101),https://live.staticflickr.com/7922/46362732585_49c36494b0_n.jpg,6,320,12523323,,,
"7,7",0,2019/2/27 11:22,0,0,{'_content': '                               '},8,0,0,0,1,240,46362737125,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,52b0b4a122,7901,Grande Arche-Périer (96),https://live.staticflickr.com/7901/46362737125_52b0b4a122_n.jpg,7,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:21,0,0,{'_content': '                               '},8,0,0,0,1,320,47277262061,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,7ff5ac105b,7871,Grande Arche-Périer (93),https://live.staticflickr.com/7871/47277262061_7ff5ac105b_n.jpg,7,240,12523323,arche-peri,,
"7,7",0,2019/2/27 11:22,0,0,{'_content': '                               '},8,0,0,0,1,240,46362737765,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,73609c3ed0,7854,Grande Arche-Périer (94),https://live.staticflickr.com/7854/46362737765_73609c3ed0_n.jpg,7,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:23,0,0,{'_content': '                               '},8,0,0,0,1,240,46362735645,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,5607b4c2a0,7800,Grande Arche-Périer (98),https://live.staticflickr.com/7800/46362735645_5607b4c2a0_n.jpg,6,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:20,0,0,{'_content': '                               '},8,0,0,0,1,240,47225126432,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,c7b2cdef09,7872,Grande Arche-Périer (92),https://live.staticflickr.com/7872/47225126432_c7b2cdef09_n.jpg,7,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:28,0,0,{'_content': '                               '},8,0,0,0,1,240,46362734435,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,254b4a8426,7877,Grande Arche-Périer (103),https://live.staticflickr.com/7877/46362734435_254b4a8426_n.jpg,6,320,12523323,,,
"7,7",0,2019/2/27 11:18,0,0,{'_content': '                               '},8,0,0,0,1,320,47277266411,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,0f915b5600,7888,Grande Arche-Périer (86),https://live.staticflickr.com/7888/47277266411_0f915b5600_n.jpg,7,240,12523323,arche-peri,,
"7,7",0,2019/2/27 11:13,0,0,{'_content': '                               '},8,0,0,0,1,240,47225129812,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,198e7703bc,7883,Grande Arche-Périer (82),https://live.staticflickr.com/7883/47225129812_198e7703bc_n.jpg,8,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:11,0,0,{'_content': '                               '},8,0,0,0,1,240,46553972274,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,9d20368ce4,7869,Grande Arche-Périer (78),https://live.staticflickr.com/7869/46553972274_9d20368ce4_n.jpg,8,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:11,0,0,{'_content': '                               '},8,0,0,0,1,240,47225132592,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,6938e5d1e3,7918,Grande Arche-Périer (77),https://live.staticflickr.com/7918/47225132592_6938e5d1e3_n.jpg,8,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:18,0,0,{'_content': '                               '},8,0,0,0,1,240,47225128522,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,3213989a13,7902,Grande Arche-Périer (85),https://live.staticflickr.com/7902/47225128522_3213989a13_n.jpg,7,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:11,0,0,{'_content': '                               '},8,0,0,0,1,240,47225130502,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,e1a5bf0374,7828,Grande Arche-Périer (80),https://live.staticflickr.com/7828/47225130502_e1a5bf0374_n.jpg,6,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:19,0,0,{'_content': '                               '},8,0,0,0,1,240,47277264431,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,dbba79cd6e,7871,Grande Arche-Périer (89),https://live.staticflickr.com/7871/47277264431_dbba79cd6e_n.jpg,7,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:12,0,0,{'_content': '                               '},8,0,0,0,1,240,47277269631,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,1fc8c9cb46,7847,Grande Arche-Périer (81),https://live.staticflickr.com/7847/47277269631_1fc8c9cb46_n.jpg,7,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:14,0,0,{'_content': '                               '},8,0,0,0,1,240,47277268641,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,55866f44ef,7820,Grande Arche-Périer (83),https://live.staticflickr.com/7820/47277268641_55866f44ef_n.jpg,7,320,12523323,arche-peri,,
"7,7",0,2019/2/27 11:19,0,0,{'_content': '                               '},8,0,0,0,1,320,47277267401,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,e911d97be8,7825,Grande Arche-Périer (87),https://live.staticflickr.com/7825/47277267401_e911d97be8_n.jpg,7,240,12523323,arche-peri,,
"7,7",0,2019/2/27 11:19,0,0,{'_content': '                               '},8,0,0,0,1,320,47225127062,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,b997fa6ee1,7925,Grande Arche-Périer (90),https://live.staticflickr.com/7925/47225127062_b997fa6ee1_n.jpg,7,240,12523323,arche-peri,,
"7,7",0,2019/2/27 11:16,0,0,{'_content': '                               '},8,0,0,0,1,240,47225129182,0,0,1,48.892441,0,2.235916,37896751@N04,a_GJ6YVQUL.FYR2hzw,8a208597e3,7800,Grande Arche-Périer (84),https://live.staticflickr.com/7800/47225129182_8a208597e3_n.jpg,7,320,12523323,arche-peri,,
